StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Education,Area of Study,Professional,Investment,401k,Data science,Q1 [0],Q1[1],Q9
3/15/2022 12:33,3/15/2022 12:34,IP Address,75.182.170.42,100,11,TRUE,3/15/2022 12:34,R_sni2WzOxHCTnhZL,,,,,35.05619812,-80.81939697,anonymous,EN,,,,,,,,,
3/15/2022 12:36,3/15/2022 12:37,IP Address,98.203.141.22,100,48,TRUE,3/15/2022 12:37,R_10AVwZnYNY8jBy9,,,,,47.69009399,-122.3746948,anonymous,EN,< Undergraduate,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",No,Almost $6000,,Yes
3/15/2022 12:36,3/15/2022 12:37,IP Address,100.7.47.175,100,59,TRUE,3/15/2022 12:37,R_24PllIOaICvtD94,,,,,37.48170471,-77.63770294,anonymous,EN,Undergraduate,Others,"> 5 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.","Yes, I am",No,"$19,559 ",,Yes
3/15/2022 12:37,3/15/2022 12:37,IP Address,75.182.170.42,100,24,TRUE,3/15/2022 12:37,R_2doKp9hbf5YRoY2,,,,,35.05619812,-80.81939697,anonymous,EN,> Master's,"Business, Economics, and Finance,Statistics, Data Science","> 5 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.","Yes, I am",Yes,,$8000-$9000,No
3/15/2022 12:36,3/15/2022 12:37,IP Address,76.115.45.184,100,53,TRUE,3/15/2022 12:37,R_1gvHs4aV4pahsu3,,,,,44.65539551,-123.1349945,anonymous,EN,Undergraduate,"Business, Economics, and Finance","> 5 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",No,,Almost $6000,No
3/15/2022 12:36,3/15/2022 12:38,IP Address,73.12.80.13,100,74,TRUE,3/15/2022 12:38,R_1eRWqQRm8B8S01Q,,,,,37.2696991,-81.22119904,anonymous,EN,Undergraduate,Others,"> 5 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.","Yes, I am",No,Almost $6000,,No
3/15/2022 12:37,3/15/2022 12:38,IP Address,98.235.49.7,100,42,TRUE,3/15/2022 12:38,R_9WAkaAWarnzwx7H,,,,,40.2743988,-76.70619965,anonymous,EN,< Undergraduate,Others,"> 5 years work experience, including internships","No, I don't have any","No, I am not",No,,"$19,559 ",No
3/15/2022 12:36,3/15/2022 12:38,IP Address,73.160.14.40,100,77,TRUE,3/15/2022 12:38,R_2drU18x3fFsR9oA,,,,,40.58329773,-74.27700043,anonymous,EN,< Undergraduate,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",No,"$19,559 ",,No
3/15/2022 12:36,3/15/2022 12:38,IP Address,205.178.54.222,100,79,TRUE,3/15/2022 12:38,R_2b1TLvrxNRxtNy8,,,,,41.90319824,-87.63829803,anonymous,EN,Undergraduate,"Business, Economics, and Finance","1-3 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",No,,Almost $6000,No
3/15/2022 12:37,3/15/2022 12:38,IP Address,216.81.94.71,100,81,TRUE,3/15/2022 12:38,R_1ojyoR4I3k0Hjlm,,,,,37.75100708,-97.8219986,anonymous,EN,Undergraduate,Others,"> 5 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.","Yes, I am",No,Almost $6000,,No
3/15/2022 12:37,3/15/2022 12:38,IP Address,73.211.87.80,100,55,TRUE,3/15/2022 12:38,R_vl6w7WK7wHZXjoZ,,,,,42.36669922,-88.09249878,anonymous,EN,< Undergraduate,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",No,"$19,559 ",,No
3/15/2022 12:37,3/15/2022 12:38,IP Address,206.54.198.154,100,111,TRUE,3/15/2022 12:39,R_2R2FaVTK9FgLqLV,,,,,29.57200623,-95.54000092,anonymous,EN,Undergraduate,Others,"> 5 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.","No, I am not",No,,"$19,559 ",No
3/15/2022 12:37,3/15/2022 12:39,IP Address,76.185.187.47,100,79,TRUE,3/15/2022 12:39,R_O2bJgvEsJGwJVVD,,,,,29.41349792,-98.46450043,anonymous,EN,< Undergraduate,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",No,"$19,559 ",,Yes
3/15/2022 12:38,3/15/2022 12:39,IP Address,108.247.233.242,100,92,TRUE,3/15/2022 12:39,R_3nN8nbEFeq1vE5d,,,,,33.99549866,-84.65809631,anonymous,EN,< Undergraduate,Others,"> 5 years work experience, including internships","No, I don't have any","Yes, I am",No,,$8000-$9000,No
3/15/2022 12:39,3/15/2022 12:40,IP Address,23.112.98.195,100,38,TRUE,3/15/2022 12:40,R_2v08DQ8Y8A11e5o,,,,,26.11669922,-80.12860107,anonymous,EN,< Undergraduate,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",No,,Almost $6000,No
3/15/2022 12:38,3/15/2022 12:40,IP Address,71.191.188.142,100,98,TRUE,3/15/2022 12:40,R_1g0IxAhHfVk2XHl,,,,,38.77409363,-77.2385025,anonymous,EN,Undergraduate,"Business, Economics, and Finance","1-3 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",Yes,Almost $6000,,Yes
3/15/2022 12:40,3/15/2022 12:41,IP Address,73.187.15.130,100,24,TRUE,3/15/2022 12:41,R_1ruM7TcdVJgVKLf,,,,,40.10940552,-76.51309967,anonymous,EN,< Undergraduate,Others,"> 5 years work experience, including internships","No, I don't have any","Yes, I am",No,$8000-$9000,,No
3/15/2022 12:40,3/15/2022 12:41,IP Address,71.196.224.73,100,93,TRUE,3/15/2022 12:41,R_XhwXCcGfahB75qp,,,,,39.81469727,-105.1167984,anonymous,EN,> Master's,"Business, Economics, and Finance","> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,,$8000-$9000,Yes
3/15/2022 12:39,3/15/2022 12:42,IP Address,216.164.112.118,100,178,TRUE,3/15/2022 12:42,R_3snAIg8b6ZnS6sm,,,,,40.65429688,-75.50340271,anonymous,EN,< Undergraduate,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,Almost $6000,,No
3/15/2022 12:41,3/15/2022 12:42,IP Address,71.81.227.245,100,57,TRUE,3/15/2022 12:42,R_2xGbiQgRP9Bk5YS,,,,,34.79269409,-82.58390045,anonymous,EN,< Undergraduate,Others,"> 5 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.","Yes, I am",No,,"$19,559 ",Yes
3/15/2022 12:40,3/15/2022 12:42,IP Address,68.32.232.238,100,112,TRUE,3/15/2022 12:42,R_2zViBjf9jQA5JIZ,,,,,36.69119263,-82.01860046,anonymous,EN,Master's,"Business, Economics, and Finance","> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,,"$19,559 ",Yes
3/15/2022 12:41,3/15/2022 12:43,IP Address,73.55.204.192,100,115,TRUE,3/15/2022 12:43,R_2w7wVhGaCViX7m6,,,,,29.79690552,-95.32810211,anonymous,EN,Undergraduate,Other STEM,"> 5 years work experience, including internships","No, I don't have any","No, I am not",No,,$8000-$9000,No
3/15/2022 12:41,3/15/2022 12:43,IP Address,72.14.101.191,100,133,TRUE,3/15/2022 12:43,R_2PvgqisuBDWgtyf,,,,,36.60890198,-88.30310059,anonymous,EN,Undergraduate,Other STEM,"> 5 years work experience, including internships","No, I don't have any","No, I am not",No,Almost $6000,,No
3/15/2022 12:42,3/15/2022 12:44,IP Address,198.71.99.128,100,73,TRUE,3/15/2022 12:44,R_3RgRurSvaQ41LoR,,,,,33.479599,-88.35279846,anonymous,EN,Undergraduate,Others,"> 5 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.","Yes, I am",No,"$19,559 ",,No
3/15/2022 12:41,3/15/2022 12:44,IP Address,66.234.106.200,100,145,TRUE,3/15/2022 12:44,R_1OHbCTpzn2XNXrB,,,,,34.00340271,-84.46050262,anonymous,EN,Undergraduate,Other STEM,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,Almost $6000,,No
3/15/2022 12:41,3/15/2022 12:45,IP Address,72.94.47.16,100,224,TRUE,3/15/2022 12:45,R_3QVhz3ZIjiZMMpB,,,,,40.60270691,-75.47779846,anonymous,EN,< Undergraduate,Others,No work experience,"No, I don't have any","No, I am not",Yes,$8000-$9000,,No
3/15/2022 12:45,3/15/2022 12:47,IP Address,75.133.115.28,100,141,TRUE,3/15/2022 12:47,R_RfyHI4DbK0pzEyt,,,,,41.46499634,-73.39800262,anonymous,EN,Undergraduate,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",No,Almost $6000,,Yes
3/15/2022 12:44,3/15/2022 12:48,IP Address,67.79.169.226,100,227,TRUE,3/15/2022 12:48,R_1YtZothIlBN0DSh,,,,,28.04060364,-82.39510345,anonymous,EN,Undergraduate,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,,$8000-$9000,No
3/15/2022 12:47,3/15/2022 12:49,IP Address,65.32.239.40,100,138,TRUE,3/15/2022 12:49,R_3mh3wlKIZvyAYV8,,,,,27.96110535,-81.93979645,anonymous,EN,Undergraduate,Other STEM,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,,Almost $6000,Yes
3/15/2022 12:48,3/15/2022 12:50,IP Address,71.214.113.183,100,61,TRUE,3/15/2022 12:50,R_2ePtaI1HxZcPnV7,,,,,28.71150208,-81.5134964,anonymous,EN,Undergraduate,Others,"> 5 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.","No, I am not",No,$8000-$9000,,No
3/15/2022 12:49,3/15/2022 12:50,IP Address,174.84.79.207,100,52,TRUE,3/15/2022 12:50,R_3oWSZQSZGijDL1y,,,,,42.90589905,-83.9937973,anonymous,EN,Undergraduate,Others,"> 5 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.","Yes, I am",Yes,,$8000-$9000,Yes
3/15/2022 12:49,3/15/2022 12:51,IP Address,76.82.102.74,100,85,TRUE,3/15/2022 12:51,R_1Nf6I4Clitjm1pb,,,,,34.02510071,-118.1556015,anonymous,EN,< Undergraduate,Others,"> 5 years work experience, including internships","No, I don't have any","Yes, I am",Yes,$8000-$9000,,Yes
3/15/2022 12:49,3/15/2022 12:51,IP Address,100.12.176.43,100,131,TRUE,3/15/2022 12:51,R_3IbJYSCIXIdLS69,,,,,40.74650574,-73.90899658,anonymous,EN,> Master's,Other STEM,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,Almost $6000,,No
3/15/2022 12:51,3/15/2022 12:51,IP Address,155.186.98.219,100,45,TRUE,3/15/2022 12:51,R_2s6C9alvyxh8vnL,,,,,34.24229431,-117.2747955,anonymous,EN,< Undergraduate,Others,"> 5 years work experience, including internships","No, I don't have any",I am not sure,No,,Almost $6000,Yes
3/15/2022 12:50,3/15/2022 12:53,IP Address,75.97.234.178,100,174,TRUE,3/15/2022 12:53,R_OjVDNObruIswiAN,,,,,40.83250427,-75.70140076,anonymous,EN,< Undergraduate,Others,No work experience,"No, I don't have any","Yes, I am",No,Almost $6000,,Yes
3/15/2022 12:52,3/15/2022 12:53,IP Address,24.199.148.218,100,110,TRUE,3/15/2022 12:53,R_1QEnzD8sFu7PgRI,,,,,35.22270203,-80.79380035,anonymous,EN,Undergraduate,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,,"$19,559 ",Yes
3/15/2022 12:53,3/15/2022 12:54,IP Address,108.216.4.79,100,56,TRUE,3/15/2022 12:54,R_2yfwvsvK2bjQy7I,,,,,30.0821991,-81.54979706,anonymous,EN,Master's,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,,$8000-$9000,No
3/15/2022 12:53,3/15/2022 12:54,IP Address,136.56.31.80,100,75,TRUE,3/15/2022 12:54,R_2BhSVOqTVRzu601,,,,,35.76069641,-78.77940369,anonymous,EN,Undergraduate,Others,"> 5 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.","Yes, I am",No,Almost $6000,,No
3/15/2022 12:54,3/15/2022 12:55,IP Address,35.132.138.74,100,78,TRUE,3/15/2022 12:55,R_voTPs7blCwHPatH,,,,,42.1920929,-121.7232971,anonymous,EN,< Undergraduate,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,"$19,559 ",,No
3/15/2022 12:54,3/15/2022 12:56,IP Address,156.146.118.48,100,104,TRUE,3/15/2022 12:56,R_Y6cwGwvqqitscxj,,,,,36.52839661,-93.94539642,anonymous,EN,< Undergraduate,"Statistics, Data Science","> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",Yes,Almost $6000,,No
3/15/2022 12:54,3/15/2022 12:56,IP Address,24.13.4.9,100,77,TRUE,3/15/2022 12:56,R_1IgIS8UJk7ITRgl,,,,,41.59100342,-88.04840088,anonymous,EN,< Undergraduate,Others,"> 5 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.",I am not sure,No,,"$19,559 ",No
3/15/2022 12:54,3/15/2022 12:56,IP Address,151.213.176.228,100,88,TRUE,3/15/2022 12:56,R_2P5rowgIZl5swo0,,,,,29.57989502,-95.60849762,anonymous,EN,Undergraduate,Others,"> 5 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.","No, I am not",No,,Almost $6000,No
3/15/2022 12:54,3/15/2022 12:56,IP Address,184.61.215.206,100,99,TRUE,3/15/2022 12:56,R_27dHzZ2BMWdAUaJ,,,,,42.70089722,-88.54620361,anonymous,EN,Master's,"Business, Economics, and Finance","> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,,$8000-$9000,No
3/15/2022 12:57,3/15/2022 12:58,IP Address,108.73.95.238,100,62,TRUE,3/15/2022 12:58,R_1ilJTe6q5uQJJOf,,,,,32.96359253,-96.74680328,anonymous,EN,Undergraduate,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",No,"$19,559 ",,No
3/15/2022 12:58,3/15/2022 13:00,IP Address,73.188.191.75,100,86,TRUE,3/15/2022 13:00,R_eQnAmjkI0t7LIqt,,,,,40.03450012,-75.11930084,anonymous,EN,Undergraduate,"Business, Economics, and Finance","> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,,Almost $6000,Yes
3/15/2022 13:03,3/15/2022 13:04,IP Address,173.20.3.196,100,64,TRUE,3/15/2022 13:04,R_11ZsgcDplysDI2Z,,,,,30.27319336,-87.76059723,anonymous,EN,Undergraduate,Other STEM,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",No,Almost $6000,,No
3/15/2022 13:04,3/15/2022 13:04,IP Address,65.60.217.66,100,24,TRUE,3/15/2022 13:04,R_vBOXHj8wxZcNGNj,,,,,40.05360413,-83.0114975,anonymous,EN,Undergraduate,"Business, Economics, and Finance","4-5 years work experience, including internships","No, I don't have any","Yes, I am",No,,"$19,559 ",No
3/15/2022 13:04,3/15/2022 13:04,IP Address,99.58.42.214,100,31,TRUE,3/15/2022 13:04,R_AjPPQZp9T3Ux8oF,,,,,30.17070007,-95.50189972,anonymous,EN,Undergraduate,"Statistics, Data Science","> 5 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.","Yes, I am",Yes,,$8000-$9000,Yes
3/15/2022 13:02,3/15/2022 13:04,IP Address,24.91.180.31,100,111,TRUE,3/15/2022 13:04,R_3oF2lxURDrRyojt,,,,,42.06809998,-72.62560272,anonymous,EN,Master's,Others,"> 5 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.","No, I am not",No,,$8000-$9000,No
3/15/2022 13:04,3/15/2022 13:06,IP Address,68.36.219.215,100,141,TRUE,3/15/2022 13:06,R_12PvVXFgBhXEj8g,,,,,42.42570496,-83.15219879,anonymous,EN,< Undergraduate,Others,"> 5 years work experience, including internships","No, I don't have any","Yes, I am",No,"$19,559 ",,No
3/15/2022 13:05,3/15/2022 13:07,IP Address,50.39.168.96,100,125,TRUE,3/15/2022 13:07,R_2rBf7y8kfVnpZfM,,,,,45.53970337,-122.9637985,anonymous,EN,Undergraduate,"Business, Economics, and Finance","> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,,Almost $6000,Yes
3/15/2022 13:07,3/15/2022 13:09,IP Address,172.58.30.251,100,83,TRUE,3/15/2022 13:09,R_3GDk7IfPY2L2vdH,,,,,34.05439758,-118.2440948,anonymous,EN,Undergraduate,"Business, Economics, and Finance","> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,,"$19,559 ",No
3/15/2022 13:08,3/15/2022 13:09,IP Address,70.59.75.129,100,93,TRUE,3/15/2022 13:09,R_3GCKfYTjuUG4o98,,,,,44.94020081,-93.21880341,anonymous,EN,< Undergraduate,Other STEM,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",No,Almost $6000,,No
3/15/2022 13:11,3/15/2022 13:11,IP Address,169.139.19.117,100,42,TRUE,3/15/2022 13:11,R_RyKnSjxtStRof5f,,,,,25.85380554,-80.20690155,anonymous,EN,< Undergraduate,Others,"1-3 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",No,$8000-$9000,,Yes
3/15/2022 13:20,3/15/2022 13:21,IP Address,45.21.4.25,100,71,TRUE,3/15/2022 13:21,R_3jYGUXGLbEPCywq,,,,,29.73370361,-98.66760254,anonymous,EN,Undergraduate,Other STEM,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,,$8000-$9000,No
3/15/2022 12:42,3/15/2022 12:43,IP Address,71.183.227.153,78,32,FALSE,3/22/2022 12:43,R_3rNU2baxfuKTaZt,,,,,,,anonymous,EN,> Master's,"Business, Economics, and Finance","> 5 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",No,,,
3/15/2022 12:43,3/15/2022 12:43,IP Address,68.32.232.238,78,41,FALSE,3/22/2022 12:43,R_1pX5HivOTulEokx,,,,,,,anonymous,EN,Master's,"Business, Economics, and Finance","> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,,,
3/15/2022 12:56,3/15/2022 12:57,IP Address,50.88.203.23,78,21,FALSE,3/22/2022 12:57,R_1fltKHfyqkqFvqn,,,,,,,anonymous,EN,< Undergraduate,Others,"> 5 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.","No, I am not",No,,,
3/15/2022 12:59,3/15/2022 13:00,IP Address,73.34.61.56,78,35,FALSE,3/22/2022 13:00,R_p63BsaE9tynD4f7,,,,,,,anonymous,EN,Undergraduate,Other STEM,"> 5 years work experience, including internships","No, I don't have any",I am not sure,No,,,
4/7/2022 9:22,4/7/2022 9:23,IP Address,98.235.48.27,100,38,TRUE,4/7/2022 9:23,R_1DNDHlVDF9v5up3,,,,,40.2995,-76.5868,anonymous,EN,< Undergraduate,Others,"> 5 years work experience, including internships","No, I don't have any","No, I am not",No,,$8000-$9000,No
4/7/2022 9:22,4/7/2022 9:23,IP Address,174.103.176.18,100,64,TRUE,4/7/2022 9:23,R_1OHoP9J5wUSud6v,,,,,43.0818,-87.892,anonymous,EN,< Undergraduate,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",I am not sure,,"$19,559 ",No
4/7/2022 9:22,4/7/2022 9:24,IP Address,75.67.35.179,100,86,TRUE,4/7/2022 9:24,R_1kFVp3AVd84IzWZ,,,,,41.7166,-71.1431,anonymous,EN,Undergraduate,Other STEM,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",I am not sure,Almost $6000,,No
4/7/2022 9:22,4/7/2022 9:24,IP Address,70.92.101.12,100,96,TRUE,4/7/2022 9:24,R_3HOByyyDqTkk3wQ,,,,,37.825,-87.5655,anonymous,EN,< Undergraduate,"Business, Economics, and Finance",No work experience,"Yes, I primarily make investments myself.","Yes, I am",I am not sure,$8000-$9000,,Yes
4/7/2022 9:23,4/7/2022 9:24,IP Address,47.147.13.168,100,58,TRUE,4/7/2022 9:24,R_1ro8plQtZzsPM5g,,,,,34.0264,-117.936,anonymous,EN,Undergraduate,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,Almost $6000,,No
4/7/2022 9:23,4/7/2022 9:24,IP Address,73.224.223.22,100,84,TRUE,4/7/2022 9:24,R_1MYFqRsz3lWwKmx,,,,,31.2804,-81.5305,anonymous,EN,Undergraduate,Others,"4-5 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",No,,Almost $6000,No
4/7/2022 9:22,4/7/2022 9:24,IP Address,131.106.53.170,100,123,TRUE,4/7/2022 9:24,R_D77jIfG9JwQeXsZ,,,,,40.595,-75.5289,anonymous,EN,Undergraduate,Other STEM,"> 5 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.","Yes, I am",Yes,Almost $6000,,No
4/7/2022 9:23,4/7/2022 9:25,IP Address,76.115.45.184,100,85,TRUE,4/7/2022 9:25,R_297jRqMYhFgJoWM,,,,,44.6554,-123.135,anonymous,EN,Undergraduate,"Business, Economics, and Finance","> 5 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",No,Almost $6000,,Yes
4/7/2022 9:24,4/7/2022 9:25,IP Address,73.148.220.70,100,59,TRUE,4/7/2022 9:25,R_x6kOpg8jnv83G0h,,,,,30.2755,-81.5815,anonymous,EN,Master's,"Business, Economics, and Finance","4-5 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.","Yes, I am",Yes,,Almost $6000,Yes
4/7/2022 9:24,4/7/2022 9:25,IP Address,206.54.198.154,100,100,TRUE,4/7/2022 9:25,R_3lsmUvULD9mWcPP,,,,,29.572,-95.54,anonymous,EN,< Undergraduate,Other STEM,"> 5 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.","No, I am not",No,"$19,559 ",,No
4/7/2022 9:25,4/7/2022 9:25,IP Address,66.91.210.148,100,47,TRUE,4/7/2022 9:25,R_1dMucF312SpNhei,,,,,21.2817,-157.825,anonymous,EN,Undergraduate,"Business, Economics, and Finance","> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,"$19,559 ",,No
4/7/2022 9:25,4/7/2022 9:25,IP Address,216.109.8.50,100,39,TRUE,4/7/2022 9:25,R_1qfCKJMGkuznEVl,,,,,34.4469,-86.9237,anonymous,EN,Undergraduate,Others,"> 5 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.","Yes, I am",No,"$19,559 ",,No
4/7/2022 9:24,4/7/2022 9:26,IP Address,71.81.227.245,100,95,TRUE,4/7/2022 9:26,R_3EtL68ck8JiY9fw,,,,,34.7927,-82.5839,anonymous,EN,Undergraduate,"Business, Economics, and Finance","> 5 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.","Yes, I am",No,,$8000-$9000,Yes
4/7/2022 9:24,4/7/2022 9:26,IP Address,66.176.72.219,100,119,TRUE,4/7/2022 9:26,R_1ISIkbsbaU1DtnI,,,,,26.0162,-80.1955,anonymous,EN,Undergraduate,Other STEM,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,,Almost $6000,No
4/7/2022 9:26,4/7/2022 9:27,IP Address,159.118.6.47,100,56,TRUE,4/7/2022 9:27,R_2CerCQAY7cZpmt9,,,,,30.399,-88.6405,anonymous,EN,Undergraduate,Other STEM,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,,$8000-$9000,Yes
4/7/2022 9:29,4/7/2022 9:30,IP Address,172.58.3.188,100,62,TRUE,4/7/2022 9:30,R_NVmabvER9U79SMx,,,,,33.8895,-84.2921,anonymous,EN,Master's,"Business, Economics, and Finance","> 5 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",No,,"$19,559 ",Yes
4/7/2022 9:31,4/7/2022 9:33,IP Address,50.89.2.36,100,109,TRUE,4/7/2022 9:33,R_1KqKZHuGhYZaBxU,,,,,29.0422,-81.2863,anonymous,EN,Undergraduate,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,Almost $6000,,Yes
4/7/2022 9:33,4/7/2022 9:35,IP Address,134.215.141.40,100,151,TRUE,4/7/2022 9:35,R_OCKASm86EZRVCFj,,,,,47.7207,-117.1859,anonymous,EN,Undergraduate,Other STEM,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",No,,$8000-$9000,Yes
4/7/2022 9:35,4/7/2022 9:36,IP Address,216.109.8.50,100,42,TRUE,4/7/2022 9:36,R_2EmGLyczgVuDodp,,,,,34.4469,-86.9237,anonymous,EN,Undergraduate,Others,"> 5 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.","Yes, I am",No,$8000-$9000,,No
4/7/2022 9:36,4/7/2022 9:36,IP Address,47.185.65.61,100,48,TRUE,4/7/2022 9:36,R_WxPKfTFjRXMTJtv,,,,,32.9321,-97.2834,anonymous,EN,Undergraduate,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,,$8000-$9000,No
4/7/2022 9:35,4/7/2022 9:37,IP Address,71.194.212.51,100,84,TRUE,4/7/2022 9:37,R_1MRoky6fFI8mcgI,,,,,41.5271,-87.2533,anonymous,EN,< Undergraduate,Other STEM,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,,Almost $6000,No
4/7/2022 9:36,4/7/2022 9:38,IP Address,73.161.247.123,100,117,TRUE,4/7/2022 9:38,R_2RWGQd65H8ewcn7,,,,,42.6449,-83.4036,anonymous,EN,Undergraduate,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",No,Almost $6000,,No
