StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Education,Area of Study,Professional,Investment,401k,Data science,Q1 [0],Q1[1],Q9
4/7/2022 9:37,4/7/2022 9:38,IP Address,71.114.148.158,100,58,TRUE,4/7/2022 9:38,R_2fr4wUUZujHjylU,,,,,40.2039,-76.7286,anonymous,EN,Undergraduate,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",No,$8000-$9000,,No
4/7/2022 9:37,4/7/2022 9:38,IP Address,98.242.66.182,100,82,TRUE,4/7/2022 9:38,R_3qvrgdMQ4hOfIjM,,,,,30.4908,-84.3158,anonymous,EN,Undergraduate,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",No,,Almost $6000,No
4/7/2022 9:37,4/7/2022 9:39,IP Address,68.63.20.185,100,123,TRUE,4/7/2022 9:39,R_20NAzMNuR2uhCyE,,,,,30.4908,-84.3158,anonymous,EN,Undergraduate,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",No,Almost $6000,,No
4/7/2022 9:37,4/7/2022 9:40,Spam,159.118.6.47,100,197,TRUE,4/7/2022 9:40,R_2YWegsUJQodXX4W,,,,,30.399,-88.6405,anonymous,EN,Undergraduate,Other STEM,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,,$8000-$9000,Yes
4/7/2022 9:38,4/7/2022 9:40,IP Address,75.132.183.65,100,119,TRUE,4/7/2022 9:40,R_8eLMTp2O92CxmjT,,,,,38.5317,-89.9988,anonymous,EN,< Undergraduate,Others,No work experience,"No, I don't have any","No, I am not",No,Almost $6000,,No
4/7/2022 9:39,4/7/2022 9:39,IP Address,172.58.3.188,100,32,TRUE,4/7/2022 9:40,R_2QhMFWv357XbKQD,,,,,33.8895,-84.2921,anonymous,EN,Master's,"Business, Economics, and Finance","> 5 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",No,"$19,559 ",,Yes
4/7/2022 9:37,4/7/2022 9:41,IP Address,75.184.124.108,100,199,TRUE,4/7/2022 9:41,R_24orAAPPMYGtgHI,,,,,44.5034,-87.9813,anonymous,EN,Master's,Others,"> 5 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.","Yes, I am",No,,Almost $6000,Yes
4/7/2022 9:40,4/7/2022 9:42,IP Address,71.60.37.210,100,111,TRUE,4/7/2022 9:42,R_CmKnRIsyRtmKKtP,,,,,40.1551,-76.6021,anonymous,EN,< Undergraduate,"Business, Economics, and Finance","> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,,Almost $6000,No
4/7/2022 9:40,4/7/2022 9:42,IP Address,131.106.53.170,100,141,TRUE,4/7/2022 9:42,R_8ADXRwj2W33C6lP,,,,,40.595,-75.5289,anonymous,EN,Undergraduate,Other STEM,"> 5 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.","Yes, I am",Yes,,Almost $6000,No
4/7/2022 9:37,4/7/2022 9:42,IP Address,100.12.176.43,100,354,TRUE,4/7/2022 9:42,R_3kMNmX6bcaVpdfI,,,,,40.7364,-73.8695,anonymous,EN,> Master's,Other STEM,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,,Almost $6000,No
4/7/2022 9:41,4/7/2022 9:43,IP Address,74.131.203.108,100,117,TRUE,4/7/2022 9:43,R_1DVab1tPsWtU6J6,,,,,39.9534,-83.7801,anonymous,EN,< Undergraduate,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,Almost $6000,,No
4/7/2022 9:42,4/7/2022 9:43,IP Address,170.97.167.69,100,68,TRUE,4/7/2022 9:43,R_2feS7Kz967wM0Us,,,,,38.8341,-76.7974,anonymous,EN,Master's,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,Almost $6000,,No
4/7/2022 9:42,4/7/2022 9:43,Spam,76.115.45.184,100,55,TRUE,4/7/2022 9:43,R_bpSZj9B4a4z0sIV,,,,,44.6554,-123.135,anonymous,EN,Undergraduate,"Business, Economics, and Finance","> 5 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",No,Almost $6000,,Yes
4/7/2022 9:42,4/7/2022 9:43,IP Address,97.92.43.183,100,102,TRUE,4/7/2022 9:43,R_wQOg6m8t9BLF7LX,,,,,42.271,-85.542,anonymous,EN,< Undergraduate,Others,"> 5 years work experience, including internships","No, I don't have any","No, I am not",No,,Almost $6000,No
4/7/2022 9:25,4/7/2022 9:44,IP Address,141.126.132.106,100,1155,TRUE,4/7/2022 9:44,R_2TSF38wynUgxTkO,,,,,43.1205,-89.3523,anonymous,EN,,Others,"> 5 years work experience, including internships","No, I don't have any","No, I am not",No,"$19,559 ",,No
4/7/2022 9:43,4/7/2022 9:45,IP Address,73.153.191.15,100,84,TRUE,4/7/2022 9:45,R_3G0A8UTIJA2FlP6,,,,,39.7128,-105.0953,anonymous,EN,Undergraduate,Other STEM,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",Yes,Almost $6000,,No
4/7/2022 9:43,4/7/2022 9:45,IP Address,68.37.235.146,100,125,TRUE,4/7/2022 9:45,R_3mkFQdQCdtoskIZ,,,,,42.6563,-83.1231,anonymous,EN,Undergraduate,Other STEM,"> 5 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.","Yes, I am",Yes,,Almost $6000,No
4/7/2022 9:45,4/7/2022 9:46,IP Address,73.148.220.70,100,36,TRUE,4/7/2022 9:46,R_1kYLaGiVLIzHrdG,,,,,30.2755,-81.5815,anonymous,EN,Master's,Other STEM,"4-5 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.","Yes, I am",Yes,,Almost $6000,Yes
4/7/2022 9:45,4/7/2022 9:47,IP Address,98.212.175.7,100,98,TRUE,4/7/2022 9:47,R_vTrLD77NDkZMdtT,,,,,41.6786,-85.9579,anonymous,EN,< Undergraduate,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",I am not sure,$8000-$9000,,Yes
4/7/2022 9:45,4/7/2022 9:47,IP Address,67.79.169.226,100,113,TRUE,4/7/2022 9:47,R_2tlHbAggw04bpSK,,,,,27.9906,-82.7455,anonymous,EN,Undergraduate,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,,Almost $6000,No
4/7/2022 9:49,4/7/2022 9:49,IP Address,174.54.118.0,100,51,TRUE,4/7/2022 9:49,R_tJmji3sf1fqMkKd,,,,,40.0008,-76.7697,anonymous,EN,< Undergraduate,"Business, Economics, and Finance","> 5 years work experience, including internships","No, I don't have any","Yes, I am",No,"$19,559 ",,No
4/7/2022 9:48,4/7/2022 9:50,IP Address,24.38.255.173,100,125,TRUE,4/7/2022 9:50,R_1MMoDoRRDYZsWSR,,,,,40.6462,-73.9559,anonymous,EN,< Undergraduate,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",No,,$8000-$9000,Yes
4/7/2022 9:50,4/7/2022 9:52,IP Address,174.56.6.228,100,149,TRUE,4/7/2022 9:52,R_uzhRWa6rU4P1g0p,,,,,32.2879,-106.7591,anonymous,EN,Master's,Others,"> 5 years work experience, including internships","No, I don't have any","No, I am not",No,,"$19,559 ",Yes
4/7/2022 9:51,4/7/2022 9:52,IP Address,147.92.28.189,100,61,TRUE,4/7/2022 9:52,R_DFOZetGImsDxkMF,,,,,36.5217,-86.3171,anonymous,EN,Undergraduate,"Business, Economics, and Finance","> 5 years work experience, including internships","No, I don't have any","No, I am not",No,Almost $6000,,No
4/7/2022 9:50,4/7/2022 9:52,IP Address,128.84.125.219,100,150,TRUE,4/7/2022 9:52,R_PCj04vwpU8Nbzjz,,,,,42.4444,-76.4926,anonymous,EN,Master's,Other STEM,"> 5 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.","Yes, I am",No,"$19,559 ",,No
4/7/2022 9:52,4/7/2022 9:54,IP Address,24.229.165.136,100,137,TRUE,4/7/2022 9:54,R_2rG6WBPLFVIK5Fo,,,,,40.595,-75.5289,anonymous,EN,< Undergraduate,"Business, Economics, and Finance","> 5 years work experience, including internships","No, I don't have any","No, I am not",No,"$19,559 ",,No
4/7/2022 9:54,4/7/2022 9:55,IP Address,23.112.98.195,100,29,TRUE,4/7/2022 9:55,R_3saz136cKdmarMD,,,,,26.1167,-80.1286,anonymous,EN,< Undergraduate,Others,"> 5 years work experience, including internships","No, I don't have any","No, I am not",No,$8000-$9000,,No
4/7/2022 9:54,4/7/2022 9:55,IP Address,68.81.42.79,100,91,TRUE,4/7/2022 9:55,R_28V4NlejWxGvtCk,,,,,40.2684,-75.3903,anonymous,EN,> Master's,Other STEM,"> 5 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.","No, I am not",No,,Almost $6000,No
4/7/2022 9:53,4/7/2022 9:56,IP Address,104.63.226.6,100,200,TRUE,4/7/2022 9:56,R_2CJHhzoSerjfEEj,,,,,39.4987,-119.8202,anonymous,EN,Undergraduate,Other STEM,"> 5 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.","No, I am not",No,,Almost $6000,No
4/7/2022 10:02,4/7/2022 10:05,IP Address,73.34.61.56,100,141,TRUE,4/7/2022 10:05,R_3MbVcT6dm0H4vdy,,,,,39.869,-104.9767,anonymous,EN,Undergraduate,Other STEM,"> 5 years work experience, including internships","No, I don't have any","No, I am not",No,Almost $6000,,No
4/7/2022 10:07,4/7/2022 10:10,IP Address,74.73.141.28,100,206,TRUE,4/7/2022 10:10,R_28B7iK0ClCPzULM,,,,,40.66,-73.839,anonymous,EN,Undergraduate,Others,"> 5 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.","No, I am not",No,,Almost $6000,No
4/7/2022 10:09,4/7/2022 10:11,IP Address,70.59.94.166,100,129,TRUE,4/7/2022 10:11,R_UbDYjVQljwLozPH,,,,,44.9121,-93.1717,anonymous,EN,< Undergraduate,Other STEM,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",No,Almost $6000,,Yes
4/7/2022 10:24,4/7/2022 10:26,IP Address,104.53.166.216,100,124,TRUE,4/7/2022 10:26,R_1hXQRwGXRY1NZ5V,,,,,38.6142,-90.291,anonymous,EN,Undergraduate,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,,"$19,559 ",No
4/7/2022 10:30,4/7/2022 10:32,IP Address,172.56.16.90,100,92,TRUE,4/7/2022 10:32,R_3JyMFMbG86Y3opv,,,,,34.0486,-118.1796,anonymous,EN,Undergraduate,"Business, Economics, and Finance","> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,$8000-$9000,,No
4/7/2022 10:42,4/7/2022 10:43,IP Address,99.14.249.117,100,84,TRUE,4/7/2022 10:43,R_2OIPk6SITTDt7Uv,,,,,35.2701,-81.5306,anonymous,EN,> Master's,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",No,,$8000-$9000,No
4/7/2022 10:56,4/7/2022 10:57,IP Address,174.84.79.207,100,67,TRUE,4/7/2022 10:57,R_eJUxw69q6gFIxON,,,,,42.9468,-83.817,anonymous,EN,Undergraduate,Others,"1-3 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.","Yes, I am",I am not sure,,"$19,559 ",Yes
4/7/2022 11:05,4/7/2022 11:05,IP Address,71.191.188.142,100,6,TRUE,4/7/2022 11:05,R_3fxHADWfYzwNx8U,,,,,38.7741,-77.2385,anonymous,EN,< Undergraduate,,"1-3 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",Yes,,$8000-$9000,No
4/7/2022 11:06,4/7/2022 11:07,IP Address,71.191.188.142,100,65,TRUE,4/7/2022 11:07,R_ZrDgrXiUUkwRRV7,,,,,38.7741,-77.2385,anonymous,EN,Undergraduate,Other STEM,"> 5 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.","Yes, I am",Yes,$8000-$9000,,No
4/7/2022 11:23,4/7/2022 11:25,IP Address,174.63.0.170,100,155,TRUE,4/7/2022 11:25,R_2VCQoG56yjb6lLU,,,,,39.5892,-105.1359,anonymous,EN,Undergraduate,Others,"> 5 years work experience, including internships","No, I don't have any","Yes, I am",No,$8000-$9000,,No
4/7/2022 11:30,4/7/2022 11:32,IP Address,72.132.16.48,100,122,TRUE,4/7/2022 11:32,R_29hP6bJoc3SWBQO,,,,,33.806,-116.4624,anonymous,EN,Master's,"Business, Economics, and Finance","> 5 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.","Yes, I am",No,Almost $6000,,Yes
4/7/2022 11:38,4/7/2022 11:39,IP Address,24.6.106.56,100,72,TRUE,4/7/2022 11:39,R_AO5R5pphcgd0MLf,,,,,37.5281,-121.9732,anonymous,EN,Undergraduate,"Statistics, Data Science","> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",Yes,,$8000-$9000,Yes
4/7/2022 11:54,4/7/2022 11:56,IP Address,50.224.158.114,100,151,TRUE,4/7/2022 11:56,R_VJ8wBFl12bTTYKl,,,,,44.9339,-93.1235,anonymous,EN,Undergraduate,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,,Almost $6000,Yes
4/7/2022 11:55,4/7/2022 11:57,IP Address,75.97.41.155,100,100,TRUE,4/7/2022 11:57,R_25YO9tvt549nHhM,,,,,40.8191,-76.8691,anonymous,EN,Undergraduate,"Business, Economics, and Finance","> 5 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.","Yes, I am",No,Almost $6000,,No
4/7/2022 12:08,4/7/2022 12:11,IP Address,45.36.254.232,100,216,TRUE,4/7/2022 12:11,R_2Pu3xgGYXK2yvC8,,,,,36.0322,-79.8588,anonymous,EN,Undergraduate,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",No,"$19,559 ",,No
4/7/2022 12:28,4/7/2022 12:30,IP Address,50.216.129.154,100,123,TRUE,4/7/2022 12:30,R_eXWaJGk4t6woq1r,,,,,42.3737,-71.1284,anonymous,EN,Master's,Others,"> 5 years work experience, including internships","No, I don't have any","No, I am not",No,Almost $6000,,No
4/7/2022 12:35,4/7/2022 12:36,IP Address,174.86.239.95,100,103,TRUE,4/7/2022 12:36,R_2z910SeH2RD1p8M,,,,,38.7943,-90.2817,anonymous,EN,< Undergraduate,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",No,,$8000-$9000,No
4/7/2022 12:57,4/7/2022 12:58,IP Address,73.28.133.228,100,72,TRUE,4/7/2022 12:58,R_3p3Y8cE4QoDnPup,,,,,27.24,-82.4755,anonymous,EN,Master's,"Business, Economics, and Finance","> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,$8000-$9000,,No
4/7/2022 13:26,4/7/2022 13:29,IP Address,198.71.99.128,100,143,TRUE,4/7/2022 13:29,R_2rHpeSyd7StusTp,,,,,33.4796,-88.3528,anonymous,EN,Undergraduate,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,,Almost $6000,Yes
4/7/2022 13:43,4/7/2022 13:45,IP Address,159.250.46.49,100,134,TRUE,4/7/2022 13:45,R_TjeBDE8Mx96LER3,,,,,40.064,-79.7807,anonymous,EN,Undergraduate,Other STEM,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",No,Almost $6000,,No
4/7/2022 16:49,4/7/2022 16:52,IP Address,198.178.224.150,100,140,TRUE,4/7/2022 16:52,R_2Sk3C6lO5UxDQx3,,,,,37.751,-97.822,anonymous,EN,Undergraduate,Others,"> 5 years work experience, including internships","No, I don't have any","Yes, I am",Yes,,Almost $6000,Yes
4/7/2022 17:37,4/7/2022 17:38,IP Address,76.227.12.50,100,35,TRUE,4/7/2022 17:38,R_785KtddhCEDdcyd,,,,,42.1124,-87.979,anonymous,EN,Undergraduate,"Business, Economics, and Finance","4-5 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.","Yes, I am",No,Almost $6000,,Yes
4/7/2022 19:17,4/7/2022 19:18,IP Address,24.240.68.77,100,62,TRUE,4/7/2022 19:18,R_2afzscUrIqc3hKB,,,,,42.6241,-88.6266,anonymous,EN,Master's,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",Yes,Almost $6000,,No
4/7/2022 21:00,4/7/2022 21:01,IP Address,71.196.224.73,100,25,TRUE,4/7/2022 21:01,R_2b28jK5l9iKfRJC,,,,,39.8147,-105.1168,anonymous,EN,> Master's,"Business, Economics, and Finance","> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",Yes,,Almost $6000,Yes
4/7/2022 21:20,4/7/2022 21:22,IP Address,50.45.232.159,100,104,TRUE,4/7/2022 21:22,R_1I5zWlUZRZxOJTy,,,,,45.6073,-122.4147,anonymous,EN,< Undergraduate,"Business, Economics, and Finance","1-3 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",Yes,Almost $6000,,No
4/7/2022 22:07,4/7/2022 22:08,IP Address,76.107.77.40,100,66,TRUE,4/7/2022 22:08,R_3D0hfvlLqhe4Xcq,,,,,32.4699,-90.1102,anonymous,EN,> Master's,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,,Almost $6000,No
4/8/2022 2:24,4/8/2022 2:26,IP Address,96.238.189.68,100,117,TRUE,4/8/2022 2:26,R_3JLDccZRyvgfa3S,,,,,37.5147,-77.5034,anonymous,EN,Undergraduate,"Business, Economics, and Finance","> 5 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",No,Almost $6000,,No
4/8/2022 4:04,4/8/2022 4:05,IP Address,38.34.109.97,100,77,TRUE,4/8/2022 4:05,R_3k0MeBa9G04ZUPS,,,,,38.9057,-77.0319,anonymous,EN,Undergraduate,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,,"$19,559 ",No
4/8/2022 6:56,4/8/2022 6:59,IP Address,70.185.96.81,100,154,TRUE,4/8/2022 6:59,R_x5SO6WfOXYEZUZ3,,,,,29.6138,-82.386,anonymous,EN,Undergraduate,"Business, Economics, and Finance","> 5 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.","Yes, I am",No,,$8000-$9000,No
4/8/2022 10:54,4/8/2022 10:56,IP Address,69.23.235.1,100,135,TRUE,4/8/2022 10:56,R_2D8P442pQHbKPhr,,,,,38.2131958,-84.54550171,anonymous,EN,< Undergraduate,Others,"> 5 years work experience, including internships","No, I don't have any","No, I am not",No,Almost $6000,,No
4/8/2022 12:28,4/8/2022 12:29,IP Address,74.124.181.26,100,45,TRUE,4/8/2022 12:29,R_3HZgjSBkc4m1IWj,,,,,36.0019989,-80.00039673,anonymous,EN,< Undergraduate,Others,"> 5 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.","Yes, I am",Yes,"$19,559 ",,Yes
4/8/2022 19:45,4/8/2022 19:47,IP Address,198.207.210.134,100,114,TRUE,4/8/2022 19:47,R_1Iplskq4vbO7E8h,,,,,39.77690125,-94.10019684,anonymous,EN,< Undergraduate,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",No,,Almost $6000,No
4/9/2022 9:16,4/9/2022 9:18,IP Address,24.199.148.218,100,82,TRUE,4/9/2022 9:18,R_6tV7w1GVK1lFZrr,,,,,35.22270203,-80.79380035,anonymous,EN,Undergraduate,Other STEM,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,"$19,559 ",,No
4/9/2022 17:36,4/9/2022 17:41,IP Address,76.219.215.62,100,344,TRUE,4/9/2022 17:41,R_21uCk8jsXYm1LVy,,,,,33.67199707,-117.7402039,anonymous,EN,Undergraduate,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",I am not sure,,"$19,559 ",No
4/10/2022 10:24,4/10/2022 10:27,IP Address,73.214.56.91,100,185,TRUE,4/10/2022 10:27,R_215G0M3PeqenvlR,,,,,40.3052063,-79.54180145,anonymous,EN,Undergraduate,"Business, Economics, and Finance,Other STEM","> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,,Almost $6000,No
4/10/2022 11:58,4/10/2022 12:02,IP Address,76.21.179.82,100,232,TRUE,4/10/2022 12:02,R_2zGsnBgWbVzhfWU,,,,,38.35229492,-75.53859711,anonymous,EN,< Undergraduate,Others,"> 5 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.","Yes, I am",No,"$19,559 ",,No
4/10/2022 19:18,4/10/2022 19:19,IP Address,24.177.50.231,100,72,TRUE,4/10/2022 19:19,R_1E0z6G9XaBmlmpg,,,,,41.96020508,-72.0039978,anonymous,EN,Undergraduate,"Business, Economics, and Finance","> 5 years work experience, including internships","No, I don't have any","Yes, I am",No,Almost $6000,,No
4/10/2022 20:48,4/10/2022 20:50,IP Address,172.113.105.149,100,116,TRUE,4/10/2022 20:50,R_2CDiORKOGwG0knN,,,,,33.91679382,-118.3432007,anonymous,EN,< Undergraduate,Others,"1-3 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",Yes,,$8000-$9000,No
4/11/2022 5:08,4/11/2022 5:09,IP Address,102.129.145.125,100,58,TRUE,4/11/2022 5:09,R_3COOOo5OegVoith,,,,,34.05439758,-118.2440948,anonymous,EN,< Undergraduate,Others,"> 5 years work experience, including internships","No, I don't have any","No, I am not",No,Almost $6000,,No
4/11/2022 5:15,4/11/2022 5:15,Spam,102.129.145.125,100,18,TRUE,4/11/2022 5:15,R_12bxLAP5m6hzDwa,,,,,34.05439758,-118.2440948,anonymous,EN,< Undergraduate,Others,"> 5 years work experience, including internships","No, I don't have any","No, I am not",No,Almost $6000,,No
4/11/2022 11:40,4/11/2022 11:43,IP Address,74.175.145.126,100,188,TRUE,4/11/2022 11:43,R_1DHGV0vLk93TJOf,,,,,33.05799866,-80.01010132,anonymous,EN,Undergraduate,Other STEM,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,,$8000-$9000,No
4/11/2022 11:48,4/11/2022 11:53,IP Address,12.7.216.194,100,310,TRUE,4/11/2022 11:53,R_29mGa1p91ysSNEe,,,,,42.03819275,-88.26200104,anonymous,EN,Undergraduate,"Business, Economics, and Finance","> 5 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",No,,Almost $6000,No
4/12/2022 18:30,4/12/2022 18:32,IP Address,98.97.84.19,100,81,TRUE,4/12/2022 18:32,R_tDSPiF8oKVcOxCV,,,,,32.7767,-96.805,anonymous,EN,Undergraduate,"Business, Economics, and Finance","> 5 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.","No, I am not",No,$8000-$9000,,Yes
4/12/2022 20:32,4/12/2022 20:32,Survey Preview,,100,13,TRUE,4/12/2022 20:32,R_1jr08Q7UQVHTQpX,,,,,35.0562,-80.8194,preview,EN,,,,,,,,,
4/7/2022 9:22,4/7/2022 9:23,IP Address,68.36.219.215,78,50,FALSE,4/14/2022 9:23,R_33DacPg9Gxj3q1G,,,,,,,anonymous,EN,< Undergraduate,Others,"> 5 years work experience, including internships","No, I don't have any","No, I am not",No,,,
4/7/2022 9:22,4/7/2022 9:23,IP Address,98.163.22.184,78,16,FALSE,4/14/2022 9:23,R_3DbXNuqDaJJNjY1,,,,,,,anonymous,EN,< Undergraduate,Other STEM,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",No,,,
4/7/2022 9:23,4/7/2022 9:24,IP Address,104.28.79.22,78,60,FALSE,4/14/2022 9:26,R_1hLmQrXse6sc4T4,,,,,,,anonymous,EN,Undergraduate,,,"No, I don't have any","No, I am not",No,,,
4/7/2022 9:37,4/7/2022 9:37,IP Address,47.147.13.168,78,34,FALSE,4/14/2022 9:37,R_tYih9KyQDF3JrQl,,,,,,,anonymous,EN,Undergraduate,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,,,
4/7/2022 9:36,4/7/2022 9:38,IP Address,73.69.185.253,78,117,FALSE,4/14/2022 9:38,R_pAjnawLLYRUDSHn,,,,,,,anonymous,EN,Undergraduate,Others,"> 5 years work experience, including internships","No, I don't have any","No, I am not",No,,,
4/7/2022 9:38,4/7/2022 9:41,IP Address,68.64.118.38,78,186,FALSE,4/14/2022 9:41,R_3EvdkKM6Zo50GIp,,,,,,,anonymous,EN,Undergraduate,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",No,,,
4/7/2022 9:41,4/7/2022 9:41,IP Address,74.102.198.64,78,45,FALSE,4/14/2022 9:43,R_3pbePGMKqKGJEDp,,,,,,,anonymous,EN,< Undergraduate,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",No,,,
4/7/2022 9:51,4/7/2022 9:52,IP Address,47.196.88.117,78,37,FALSE,4/14/2022 9:52,R_uhblUFrX1RVx5rX,,,,,,,anonymous,EN,< Undergraduate,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","Yes, I am",No,,,
4/7/2022 10:56,4/7/2022 10:57,IP Address,73.74.235.162,78,45,FALSE,4/14/2022 10:57,R_WxJkxaobpmevTMt,,,,,,,anonymous,EN,< Undergraduate,Others,"> 5 years work experience, including internships","No, I don't have any","No, I am not",No,,,
4/7/2022 11:26,4/7/2022 11:27,IP Address,73.252.147.66,78,22,FALSE,4/14/2022 11:29,R_3iJSeJh2bOMhPkY,,,,,,,anonymous,EN,< Undergraduate,Others,"> 5 years work experience, including internships","Yes, I primarily make investments myself.","No, I am not",No,,,
4/7/2022 11:59,4/7/2022 12:00,IP Address,216.81.94.68,78,43,FALSE,4/14/2022 12:06,R_1ImgHRnnclFdY5u,,,,,,,anonymous,EN,Undergraduate,Others,"> 5 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.","Yes, I am",Yes,,,
4/7/2022 17:20,4/7/2022 17:23,IP Address,192.81.179.4,78,173,FALSE,4/14/2022 17:30,R_1jk13X7JD3ukYRQ,,,,,,,anonymous,EN,< Undergraduate,Others,"> 5 years work experience, including internships","No, I don't have any","No, I am not",No,,,
4/11/2022 4:00,4/11/2022 4:01,IP Address,24.54.108.213,78,20,FALSE,4/18/2022 4:01,R_3s0RljGVul9CjoK,,,,,,,anonymous,EN,< Undergraduate,"Statistics, Data Science","4-5 years work experience, including internships","Yes, but I primarily rely on professional investors to help me invest.","Yes, I am",Yes,,,
